Q Id,Q name, AP@10 ,AP@20,ndcg@10,ndcg@20
126,flu Swine vaccine,0.9467813051146384,0.9059201422359318,0.8681788034877166,0.8831378193778657
127,cosmic event Rare,0.4611111111111111,0.4611111111111111,0.7584235097159389,0.7584235097159389
128,Godhra train attack,1.0,1.0,0.9772764758652748,0.9772764758652748
129,Michael Jackson death untimely,1.0,0.9695861940912452,0.8957474988052466,0.9070874416356018
130,hike product Price petroleum,0.22619047619047616,0.24380952380952378,0.3715299971712819,0.3631433480908936
131,journalist murder Abduction,0.7253968253968255,0.7203529138928298,0.8109367792456783,0.8156484975854914
132,Obama victory Barack,0.8968253968253969,0.8290875790875791,0.9348358754531583,0.9082885048331406
133,Torture Ghraib prison Abu,0.7857142857142857,0.7559353553714455,0.6843389946771109,0.7035118580981811
134,slapped Ban SIMI,0.6041666666666666,0.6041666666666666,0.6682075839029187,0.6682075839029187
135,budget central India,0,0,0,0
136,world Piracy entertainment,0.6857142857142857,0.6547619047619048,0.8748169490028599,0.8627965512471129
137,head death LTTE,0.9095238095238096,0.8044970552323493,0.7800061727032035,0.7957454946646974
138,Women India Reservation Bill,0,0,0,0
139,Somali Vanquishing pirate,1.0,1.0,0.914827075185178,0.9229445022093303
140,space life Search water,0.1625,0.1708333333333333,0.31718166449865726,0.3124167653977693
141,baby human cloned Birth,0.512063492063492,0.5284938672438673,0.6270424578474004,0.6734467754320452
142,Illegal felling tree,0.6592857142857144,0.6094020562770563,0.7356840844390402,0.7390879110076156
143,car TATA Nano,0.9060405643738976,0.913250980710991,0.8709501930877244,0.8302564907399459
144,Bhopal gas tragedy,1.0,0.9000933706816059,0.9040942717831163,0.8799021838449596
145,Assassination Benazir Bhutto,0.49583333333333335,0.5000544862773965,0.5526991925104596,0.6208223472568459
146,verdict Ram Janmabhoomi,0,0,0,0
147,crime India Cyber,0.7116666666666667,0.6385217304625199,0.6471730676053835,0.6632628415308017
148,networking social Popularity site,0.785374149659864,0.7327407059314955,0.8747122286344089,0.8597518701086139
149,Commonwealth Games Delhi,0.5644444444444444,0.6057750732383086,0.7610062102883492,0.7834962234133502
150,philanthropic Gates endeavour Bill,0.748611111111111,0.6687774122807018,0.7811934507663755,0.7738669763488001
151,Indian win Prize Chemistry Nobel,0.7592857142857143,0.6578869047619048,0.7570908526305463,0.7517651034861835
152,India missile Successful test,0.19444444444444442,0.19397144822841417,0.3511588420101352,0.3432123365559544
153,Structure Solar System,1.0,0.46060606060606063,1.0,0.5872535551473208
154,Raja Spectrum scam,0,0,0,0
155,Attack Mumbai Taj,1.0,0.988578386109753,0.9252248923921056,0.9353170508757626
156,Tharoor controversy Shashi IPL,0.975,0.975,0.9578169410956614,0.9578169410956614
157,film Indian Successful,0.22619047619047616,0.23016659295297065,0.3766376005257018,0.40905114435422574
158,Afghanistan America attack,0.3666666666666667,0.29545209176788123,0.49742762323941453,0.44701687043672117
159,election Sheikh Hasina,0.6231481481481481,0.6563633172944914,0.7937976154468189,0.7362895018886961
160,War Iraq,0.1,0.17086247086247086,0.3010299956639812,0.3113723502153836
161,operation Bush George,0.26666666666666666,0.26666666666666666,0.40876468265396737,0.40876468265396737
162,tornado Catastrophic,1.0,1.0,0.9044063998236451,0.9036811009074472
163,Tiger India conservation,0.9821428571428571,0.8905945419103314,0.9956879749912128,0.8320369360909071
164,abuse Michael child Jackson,0.9888888888888889,0.9600682553791428,0.9970859019833872,0.9872391105156472
165,law Marriage divorce,0.5333333333333333,0.42261437908496735,0.7338381252682711,0.5213606308981168
166,Kanishka disaster air,0.1,0.13888888888888887,0.3010299956639812,0.30838951643367524
167,government Chechen rebel,1.0,0.9542621073838823,0.9340751571949553,0.8958817053120959
168,house arrest Kyi Suu,0.6916666666666667,0.5747101336603165,0.7649292170309064,0.6795899845161884
169,attack Naxalite,0,0,0,0
170,Indian Hockey Development,0.6666666666666666,0.6666666666666666,0.7171809907403115,0.7171809907403115
171,case Bakery witness Prime Best,0,0,0,0
172,Female foeticide India,0.9761904761904762,0.9761904761904762,0.9922385874580825,0.9922385874580825
173,Olympics,0.3333333333333333,0.24358974358974358,0.6309297535714575,0.3904686874753656
174,economic slump International,0.3916666666666666,0.37999999999999995,0.5581168418192317,0.5624941320102739
175,Cricket Sachin record Tendulkar run Test,0.5253968253968253,0.48897058823529405,0.6194932696240882,0.602007431687008
 ,,0.589758629377677,0.5561856236587638,0.6425764759500868,0.6196590064612437
